title,artist,bpm,camelotKey,durationSeconds,energy,filePath,actual_bpm,bpm_confidence,actual_key,key_confidence,camelot,tempo_family,energy_score,energy_level,rms_mean,rms_peak,dynamic_range,onset_density,transient_density,spectral_centroid,spectral_rolloff,zero_crossing_rate,brightness,density,sample_rate,channels,beats_detected,analysis_version
Microform Study s01,Unknown Artist,104.17,6A,156.0,0.5723,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Microform Study s01.wav,104.17,1.0,G minor,0.194,6A,low_mid,57.23,3,0.111611,0.400026,0.400018,384.0,2.36256,5379.432,11333.459,0.091652,0.2241,1.0,48000,2,158,0618B_v1.0.0
Microform Study,Unknown Artist,133.93,5A,132.48,0.5757,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Microform Study.wav,133.93,1.0,C minor,0.327,5A,dance,57.57,3,0.106227,0.381739,0.381739,382.667,2.194674,4861.574,10093.391,0.074676,0.2026,1.0,48000,2,201,0618B_v1.0.0
Negative Space Dept. s01,Unknown Artist,119.68,11A,133.4,0.6071,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Negative Space Dept. s01.wav,119.68,0.992,F# minor,0.231,11A,mid,60.71,4,0.16428,0.421713,0.414876,360.667,1.460489,1478.896,2682.669,0.017884,0.0616,1.0,48000,2,178,0618B_v1.0.0
Negative Space Dept.,Unknown Artist,119.68,4A,149.64,0.5803,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Negative Space Dept..wav,119.68,0.986,F minor,0.1,4A,mid,58.03,3,0.140013,0.322161,0.321527,476.0,1.799169,2375.248,5145.751,0.024851,0.099,1.0,48000,2,177,0618B_v1.0.0
Quiet Errors s01,Unknown Artist,122.28,10B,93.84,0.4845,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Quiet Errors s01.wav,122.28,1.0,D major,0.317,10B,mid,48.45,3,0.095815,0.403487,0.403486,268.0,1.885114,4920.298,10288.074,0.080826,0.205,0.8933,48000,2,186,0618B_v1.0.0
Quiet Errors,Unknown Artist,100.45,6B,157.6,0.488,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Quiet Errors.wav,100.45,1.0,A# major,0.236,6B,low_mid,48.8,3,0.109154,0.371117,0.371117,356.667,1.754468,3633.854,7553.78,0.066901,0.1514,1.0,48000,2,151,0618B_v1.0.0
Quiet Index s01,Unknown Artist,117.19,1A,129.92,0.5664,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Quiet Index s01.wav,117.19,1.0,G# minor,0.155,1A,mid,56.64,3,0.138422,0.402544,0.40173,452.0,1.377753,1595.652,3284.936,0.022735,0.0665,1.0,48000,2,177,0618B_v1.0.0
Quiet Index,Unknown Artist,93.75,4A,144.16,0.5173,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Quiet Index.wav,93.75,0.796,F minor,0.323,4A,low_mid,51.73,3,0.158227,0.338141,0.257648,363.333,1.313775,1776.573,4012.212,0.019153,0.074,1.0,48000,2,112,0618B_v1.0.0
Recorded Residue s01,Unknown Artist,137.2,3B,139.8,0.498,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Recorded Residue s01.wav,137.2,1.0,C# major,0.093,3B,dance,49.8,3,0.105628,0.422912,0.422912,309.333,1.349193,1942.001,3561.694,0.033269,0.0809,1.0,48000,2,207,0618B_v1.0.0
Recorded Residue,Unknown Artist,127.84,2B,184.72,0.6683,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Recorded Residue.wav,127.84,1.0,F# major,0.375,2B,dance,66.83,4,0.167424,0.418295,0.418259,409.333,1.830878,2467.81,5097.32,0.028575,0.1028,1.0,48000,2,192,0618B_v1.0.0
Residual Echo s01,Unknown Artist,127.84,6A,304.96,0.5414,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Residual Echo s01.wav,127.84,0.636,G minor,0.145,6A,dance,54.14,3,0.125844,0.427054,0.427022,362.0,1.382066,1455.545,2993.531,0.022121,0.0606,1.0,48000,2,122,0618B_v1.0.0
Residual Echo,Unknown Artist,93.75,1A,197.48,0.4684,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Residual Echo.wav,93.75,0.996,G# minor,0.133,1A,low_mid,46.84,3,0.127445,0.402992,0.402485,327.333,1.211796,1461.646,2932.64,0.021569,0.0609,1.0,48000,2,140,0618B_v1.0.0
Residual Listening s01,Unknown Artist,122.28,11B,103.8,0.5812,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Residual Listening s01.wav,122.28,0.998,A major,0.092,11B,mid,58.12,3,0.13406,0.458446,0.456882,442.0,1.242691,2932.019,6547.34,0.043982,0.1222,1.0,48000,2,183,0618B_v1.0.0
Residual Listening,Unknown Artist,122.28,2B,130.64,0.5273,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Residual Listening.wav,122.28,0.998,F# major,0.131,2B,mid,52.73,3,0.096958,0.457454,0.457373,409.333,1.505977,4093.71,8639.574,0.066813,0.1706,1.0,48000,2,183,0618B_v1.0.0
Rooms That Loop s01,Unknown Artist,119.68,3A,234.56,0.3625,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Rooms That Loop s01.wav,119.68,0.997,A# minor,0.487,3A,mid,36.25,2,0.104999,0.289525,0.279895,257.333,1.035003,1722.961,3553.267,0.032062,0.0718,0.8578,48000,2,179,0618B_v1.0.0
Rooms That Loop,Unknown Artist,92.21,9B,204.92,0.3032,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Rooms That Loop.wav,92.21,0.636,G major,0.177,9B,low_mid,30.32,2,0.085172,0.279163,0.278766,297.333,0.911839,2205.149,4623.24,0.04156,0.0919,0.9911,48000,2,88,0618B_v1.0.0
Signal Fragments s01,Unknown Artist,114.8,6B,129.8,0.5014,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Signal Fragments s01.wav,114.8,0.993,A# major,0.213,6B,mid,50.14,3,0.11503,0.325716,0.325716,338.667,1.862627,3837.939,8354.98,0.062605,0.1599,1.0,48000,2,171,0618B_v1.0.0
Signal Fragments,Unknown Artist,127.84,12A,99.04,0.4898,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Signal Fragments.wav,127.84,0.996,C# minor,0.157,12A,dance,48.98,3,0.096347,0.360364,0.360363,339.333,1.816139,2770.474,5534.441,0.045001,0.1154,1.0,48000,2,191,0618B_v1.0.0
Soft Failures s01,Unknown Artist,96.98,5B,134.44,0.5132,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Soft Failures s01.wav,96.98,0.859,D# major,0.266,5B,low_mid,51.32,3,0.088525,0.340342,0.340322,494.0,2.296339,3905.07,8180.096,0.06579,0.1627,1.0,48000,2,125,0618B_v1.0.0
Soft Failures,Unknown Artist,125.0,9B,88.24,0.5397,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Soft Failures.wav,125.0,0.995,G major,0.149,9B,dance,53.97,3,0.097583,0.303909,0.303907,410.698,2.467792,3967.927,8353.81,0.057461,0.1653,1.0,48000,2,183,0618B_v1.0.0
Surface Memory I s01,Unknown Artist,119.68,5B,123.04,0.5625,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Surface Memory I s01.wav,119.68,0.953,D# major,0.16,5B,mid,56.25,3,0.114044,0.429025,0.428874,466.0,1.637452,2334.286,4716.121,0.036597,0.0973,1.0,48000,2,171,0618B_v1.0.0
Surface Memory I,Unknown Artist,125.0,2A,204.76,0.64,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Surface Memory I.wav,125.0,0.992,D# minor,0.229,2A,dance,64.0,4,0.14932,0.442512,0.442502,458.667,1.641517,2410.74,5287.603,0.027618,0.1004,1.0,48000,2,186,0618B_v1.0.0
Surface Noise Only s01,Unknown Artist,119.68,6A,259.96,0.4331,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Surface Noise Only s01.wav,119.68,0.524,G minor,0.321,6A,mid,43.31,3,0.131984,0.378794,0.375474,214.667,1.084959,2466.746,5070.683,0.043547,0.1028,0.7156,48000,2,94,0618B_v1.0.0
Surface Noise Only,Unknown Artist,125.0,2A,156.6,0.4469,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Surface Noise Only.wav,125.0,0.469,D# minor,0.344,2A,dance,44.69,3,0.110551,0.390954,0.39092,258.667,1.251421,3004.179,6276.286,0.062176,0.1252,0.8622,48000,2,88,0618B_v1.0.0
Unfinished Takes s01,Unknown Artist,90.73,4A,64.96,0.4496,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Unfinished Takes s01.wav,90.73,0.998,F minor,0.147,4A,low_mid,44.96,3,0.110059,0.348,0.347986,278.017,1.860863,4386.542,8956.843,0.079713,0.1828,0.9267,48000,2,98,0618B_v1.0.0
Unfinished Takes,Unknown Artist,93.75,9B,104.08,0.484,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Micro-glitch/Unfinished Takes.wav,93.75,1.0,G major,0.27,9B,low_mid,48.4,3,0.151054,0.366016,0.366007,220.0,1.628319,4223.372,8689.871,0.079759,0.176,0.7333,48000,2,280,0618B_v1.0.0
Accidental Partials 1.0.0B,Unknown Artist,127.84,7A,391.24,0.5301,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Accidental Partials 1.0.0B.wav,127.84,0.991,D minor,0.298,7A,dance,53.01,3,0.109919,0.406943,0.406937,366.0,1.673,2314.767,4610.746,0.027298,0.0964,1.0,48000,2,190,0618B_v1.0.0
Initial Condition,Unknown Artist,122.28,9A,213.56,0.4706,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Initial Condition.wav,122.28,0.785,E minor,0.356,9A,mid,47.06,3,0.117493,0.445786,0.445779,294.0,0.955297,971.313,1550.555,0.020864,0.0405,0.98,48000,2,144,0618B_v1.0.0
MicroHouse 1.0,Unknown Artist,119.68,8B,204.0,0.6006,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/MicroHouse 1.0.wav,119.68,0.992,C major,0.013,8B,mid,60.06,4,0.153257,0.432711,0.408747,424.0,1.286586,2767.385,6362.923,0.022898,0.1153,1.0,48000,2,178,0618B_v1.0.0
Natural Signal Return,Unknown Artist,95.34,8B,340.0,0.256,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Natural Signal Return.wav,95.34,0.608,C major,0.065,8B,low_mid,25.6,2,0.071788,0.429193,0.429133,138.667,0.984757,2208.139,4833.161,0.015469,0.092,0.4622,48000,2,87,0618B_v1.0.0
Signal Propagation,Unknown Artist,100.45,6A,278.52,0.1948,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Signal Propagation.wav,100.45,0.677,G minor,0.055,6A,low_mid,19.48,1,0.053336,0.237422,0.237402,262.667,0.746914,663.185,902.338,0.019093,0.0276,0.8756,48000,2,102,0618B_v1.0.0
Static Between Words 1.3.0A,Unknown Artist,125.0,4A,139.96,0.5634,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Static Between Words 1.3.0A.wav,125.0,0.965,F minor,0.073,4A,dance,56.34,3,0.110551,0.403779,0.403628,403.333,1.922332,4027.347,8242.681,0.080349,0.1678,1.0,48000,2,181,0618B_v1.0.0
Static Between Words 1.3.0B,Unknown Artist,122.28,11A,173.6,0.4997,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Static Between Words 1.3.0B.wav,122.28,0.976,F# minor,0.281,11A,mid,49.97,3,0.103061,0.396848,0.396382,354.0,1.649644,2083.095,4196.668,0.023447,0.0868,1.0,48000,2,179,0618B_v1.0.0
Synthetic Groove,Unknown Artist,125.0,4A,219.92,0.546,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Microhouse/Synthetic Groove.wav,125.0,0.997,F minor,0.5,4A,dance,54.6,3,0.104071,0.502677,0.502576,329.333,1.610988,3208.376,6410.681,0.047871,0.1337,1.0,48000,2,187,0618B_v1.0.0
Alleyway Oscillation s01,Unknown Artist,90.73,11A,128.44,0.4167,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Alleyway Oscillation s01.wav,90.73,1.0,F# minor,0.08,11A,low_mid,41.67,3,0.155384,0.278164,0.268558,238.0,1.143299,2677.276,5481.908,0.037771,0.1116,0.7933,48000,2,268,0618B_v1.0.0
Alleyway Oscillation,Unknown Artist,85.23,4A,85.04,0.4491,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Alleyway Oscillation.wav,85.23,1.0,F minor,0.426,4A,low_mid,44.91,3,0.151784,0.370949,0.370807,229.304,1.304986,2250.666,4889.41,0.023701,0.0938,0.7643,48000,2,237,0618B_v1.0.0
Can Memory Loop s01,Unknown Artist,82.72,11A,102.24,0.3846,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Can Memory Loop s01.wav,82.72,0.975,F# minor,0.308,11A,low_mid,38.46,2,0.123973,0.379946,0.376151,255.333,0.975668,1478.121,3000.344,0.02326,0.0616,0.8511,48000,2,121,0618B_v1.0.0
Can Memory Loop,Unknown Artist,90.73,10B,82.0,0.4296,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Can Memory Loop.wav,90.73,0.847,D major,0.096,10B,low_mid,42.96,3,0.134385,0.448616,0.448457,225.366,1.010209,1723.634,3409.37,0.027773,0.0718,0.7512,48000,2,105,0618B_v1.0.0
Can Shake Interlude s01,Unknown Artist,119.68,5B,131.84,0.4185,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Can Shake Interlude s01.wav,119.68,0.774,D# major,0.429,5B,mid,41.85,3,0.108669,0.415808,0.415376,232.0,1.189029,1097.929,2050.559,0.021185,0.0457,0.7733,48000,2,139,0618B_v1.0.0
Can Shake Interlude,Unknown Artist,119.68,3A,151.92,0.5078,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Can Shake Interlude.wav,119.68,0.958,A# minor,0.377,3A,mid,50.78,3,0.132019,0.387672,0.386483,356.667,1.172111,1465.78,2626.739,0.024073,0.0611,1.0,48000,2,172,0618B_v1.0.0
"Cap Off, Air On s01",Unknown Artist,125.0,5A,152.72,0.6383,"/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Cap Off, Air On s01.wav",125.0,0.912,C minor,0.443,5A,dance,63.83,4,0.142083,0.425183,0.424009,494.0,1.794591,1847.077,3601.923,0.025349,0.077,1.0,48000,2,171,0618B_v1.0.0
"Cap Off, Air On",Unknown Artist,125.0,3A,124.72,0.6047,"/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Cap Off, Air On.wav",125.0,0.981,A# minor,0.088,3A,dance,60.47,4,0.116371,0.413514,0.413423,463.333,2.133291,2321.677,4479.243,0.038976,0.0967,1.0,48000,2,184,0618B_v1.0.0
Concrete Residue s01,Unknown Artist,125.0,10A,109.96,0.4771,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Concrete Residue s01.wav,125.0,0.901,B minor,0.377,10A,dance,47.71,3,0.137505,0.32638,0.326088,276.0,1.22183,2856.554,5752.395,0.036772,0.119,0.92,48000,2,169,0618B_v1.0.0
Concrete Residue,Unknown Artist,119.68,1A,133.96,0.4915,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Concrete Residue.wav,119.68,0.964,G# minor,0.41,1A,mid,49.15,3,0.140741,0.350387,0.328479,302.0,1.101263,2507.095,5592.738,0.030111,0.1045,1.0,48000,2,173,0618B_v1.0.0
Empty Alley Reverb s01,Unknown Artist,133.93,1A,295.2,0.5495,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Empty Alley Reverb s01.wav,133.93,1.0,G# minor,0.461,1A,dance,54.95,3,0.127481,0.382954,0.381438,376.0,1.472771,2808.507,6237.783,0.040958,0.117,1.0,48000,2,201,0618B_v1.0.0
Empty Alley Reverb,Unknown Artist,96.98,5B,247.72,0.4531,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Empty Alley Reverb.wav,96.98,0.866,D# major,0.402,5B,low_mid,45.31,3,0.120067,0.343645,0.343637,313.333,1.434285,3165.139,6846.044,0.054311,0.1319,1.0,48000,2,126,0618B_v1.0.0
Empty Can Theory s03,Unknown Artist,93.75,9A,125.12,0.4135,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Empty Can Theory s03.wav,93.75,0.96,E minor,0.225,9A,low_mid,41.35,3,0.135873,0.323038,0.321378,240.667,1.240914,2871.291,6441.618,0.03955,0.1196,0.8022,48000,2,135,0618B_v1.0.0
Empty Can Theory s04,Unknown Artist,95.34,1A,123.76,0.5716,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Empty Can Theory s04.wav,95.34,0.944,G# minor,0.337,1A,low_mid,57.16,3,0.16481,0.399795,0.399647,344.667,1.455413,3489.987,7195.946,0.061789,0.1454,1.0,48000,2,135,0618B_v1.0.0
Marble Loop Study s01,Unknown Artist,80.36,11B,107.88,0.4298,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Marble Loop Study s01.wav,80.36,0.987,A major,0.181,11B,low_mid,42.98,3,0.112501,0.44156,0.433247,320.667,1.112746,1239.885,2033.974,0.020278,0.0517,1.0,48000,2,119,0618B_v1.0.0
Marble Loop Study,Unknown Artist,82.72,10A,107.0,0.4992,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Marble Loop Study.wav,82.72,1.0,B minor,0.023,10A,low_mid,49.92,3,0.147191,0.347907,0.346412,432.667,1.190026,2373.602,4836.361,0.046818,0.0989,1.0,48000,2,244,0618B_v1.0.0
Metallic Breath s01,Unknown Artist,80.36,6A,167.56,0.5111,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Metallic Breath s01.wav,80.36,1.0,G minor,0.379,6A,low_mid,51.11,3,0.149793,0.436861,0.431589,331.333,1.137533,3214.478,7293.068,0.046432,0.1339,1.0,48000,2,238,0618B_v1.0.0
Metallic Breath,Unknown Artist,82.72,12B,128.12,0.3972,/Users/studio/Music/_INBOX/Playlists : Mixes/Mapgasm/Spraypaint collection/Metallic Breath.wav,82.72,1.0,E major,0.189,12B,low_mid,39.72,2,0.132701,0.403517,0.398615,212.0,1.066658,2758.987,6321.939,0.032284,0.115,0.7067,48000,2,242,0618B_v1.0.0
